combo_index,card1_name,card2_name,reach_oop,reach_ip,card1_rank,card2_rank,is_pair,is_suited,rank_gap,suit_with_board_c1,suit_with_board_c2,pairs_with_board,overcards,flush_potential,hand_strength,is_blocked,board_rank1,board_rank2,board_rank3,board_rank4,board_suit1,board_suit2,board_suit3,board_suit4,suit_count_club,suit_count_diamond,suit_count_heart,suit_count_spade,board_paired,board_trips,monotone,high_card,connectivity,pot,stack,spr,cfv_oop,cfv_ip
997,8d,Ac,0.7447,0.7414,0.5,1.0,0,0,0.5,0.25,0.25,1,0.0,0.4,0.575,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0652,0.0834
998,8d,Ad,0.7713,0.7531,0.5,1.0,0,1,0.5,0.25,0.25,1,0.0,0.6,0.575,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0675,0.0847
999,8d,Ah,0.0,0.0,0.5,1.0,0,0,0.5,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
1000,8d,As,0.7156,0.7726,0.5,1.0,0,0,0.5,0.25,0.25,1,0.0,0.4,0.575,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0626,0.0869
1001,8h,8s,0.4325,0.5981,0.5,0.5,1,0,0.0,0.25,0.25,0,0.0,0.4,0.5,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0216,0.0449
1002,8h,9c,0.5895,0.5015,0.5,0.5833,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.1625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.07,-0.047
1003,8h,9d,0.5089,0.6073,0.5,0.5833,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.1625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0604,-0.0569
1004,8h,9h,0.5481,0.5834,0.5,0.5833,0,1,0.0833,0.25,0.25,0,0.0,0.6,0.1625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0651,-0.0547
1005,8h,9s,0.5016,0.6048,0.5,0.5833,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.1625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0596,-0.0567
1006,8h,Tc,0.557,0.6181,0.5,0.6667,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.175,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0627,-0.0541
1007,8h,Td,0.6793,0.6001,0.5,0.6667,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.175,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0764,-0.0525
1008,8h,Th,0.6427,0.6284,0.5,0.6667,0,1,0.1667,0.25,0.25,0,0.0,0.6,0.175,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0723,-0.055
1009,8h,Ts,0.6209,0.4887,0.5,0.6667,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.175,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0699,-0.0428
1010,8h,Jc,0.6199,0.7184,0.5,0.75,0,0,0.25,0.25,0.25,0,0.0,0.4,0.1875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0659,-0.0584
1011,8h,Jd,0.6816,0.6802,0.5,0.75,0,0,0.25,0.25,0.25,0,0.0,0.4,0.1875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0724,-0.0553
1012,8h,Jh,0.6405,0.6693,0.5,0.75,0,1,0.25,0.25,0.25,0,0.0,0.6,0.1875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0681,-0.0544
1013,8h,Js,0.6417,0.5591,0.5,0.75,0,0,0.25,0.25,0.25,0,0.0,0.4,0.1875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0682,-0.0454
1014,8h,Qc,0.6925,0.6906,0.5,0.8333,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.2,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0692,-0.0518
1015,8h,Qd,0.7349,0.5962,0.5,0.8333,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.2,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0735,-0.0447
1016,8h,Qh,0.7028,0.573,0.5,0.8333,0,1,0.3333,0.25,0.25,0,0.0,0.6,0.2,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0703,-0.043
1017,8h,Qs,0.7563,0.5886,0.5,0.8333,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.2,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0756,-0.0441
1018,8h,Kc,0.6121,0.6711,0.5,0.9167,0,0,0.4167,0.25,0.25,1,0.0,0.4,0.5458,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0446,0.0657
1019,8h,Kd,0.0,0.0,0.5,0.9167,0,0,0.4167,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
1020,8h,Kh,0.6386,0.7464,0.5,0.9167,0,1,0.4167,0.25,0.25,1,0.0,0.6,0.5458,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0466,0.0731
1021,8h,Ks,0.6904,0.7633,0.5,0.9167,0,0,0.4167,0.25,0.25,1,0.0,0.4,0.5458,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0503,0.0747
1022,8h,Ac,0.8341,0.8246,0.5,1.0,0,0,0.5,0.25,0.25,1,0.0,0.4,0.575,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.073,0.0928
1023,8h,Ad,0.7972,0.6625,0.5,1.0,0,0,0.5,0.25,0.25,1,0.0,0.4,0.575,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0698,0.0745
1024,8h,Ah,0.0,0.0,0.5,1.0,0,1,0.5,0.25,0.25,1,0.0,0.6,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
1025,8h,As,0.6776,0.6915,0.5,1.0,0,0,0.5,0.25,0.25,1,0.0,0.4,0.575,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0593,0.0778
1026,8s,9c,0.5067,0.5741,0.5,0.5833,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.1625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0602,-0.0538
1027,8s,9d,0.5468,0.5044,0.5,0.5833,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.1625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0649,-0.0473
1028,8s,9h,0.4763,0.6241,0.5,0.5833,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.1625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0566,-0.0585
1029,8s,9s,0.5101,0.5125,0.5,0.5833,0,1,0.0833,0.25,0.25,0,0.0,0.6,0.1625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0606,-0.048
1030,8s,Tc,0.6377,0.6275,0.5,0.6667,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.175,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0717,-0.0549
1031,8s,Td,0.612,0.622,0.5,0.6667,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.175,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0688,-0.0544
1032,8s,Th,0.6053,0.5218,0.5,0.6667,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.175,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0681,-0.0457
1033,8s,Ts,0.5326,0.595,0.5,0.6667,0,1,0.1667,0.25,0.25,0,0.0,0.6,0.175,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0599,-0.0521
1034,8s,Jc,0.57,0.7196,0.5,0.75,0,0,0.25,0.25,0.25,0,0.0,0.4,0.1875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0606,-0.0585
1035,8s,Jd,0.5845,0.5828,0.5,0.75,0,0,0.25,0.25,0.25,0,0.0,0.4,0.1875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0621,-0.0474
1036,8s,Jh,0.5665,0.666,0.5,0.75,0,0,0.25,0.25,0.25,0,0.0,0.4,0.1875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0602,-0.0541
1037,8s,Js,0.5884,0.5948,0.5,0.75,0,1,0.25,0.25,0.25,0,0.0,0.6,0.1875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0625,-0.0483
1038,8s,Qc,0.7534,0.7257,0.5,0.8333,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.2,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0753,-0.0544
1039,8s,Qd,0.6214,0.591,0.5,0.8333,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.2,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0621,-0.0443
1040,8s,Qh,0.702,0.6426,0.5,0.8333,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.2,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0702,-0.0482
1041,8s,Qs,0.7627,0.7303,0.5,0.8333,0,1,0.3333,0.25,0.25,0,0.0,0.6,0.2,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0763,-0.0548
1042,8s,Kc,0.7993,0.7693,0.5,0.9167,0,0,0.4167,0.25,0.25,1,0.0,0.4,0.5458,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0583,0.0753
1043,8s,Kd,0.0,0.0,0.5,0.9167,0,0,0.4167,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
1044,8s,Kh,0.6664,0.6659,0.5,0.9167,0,0,0.4167,0.25,0.25,1,0.0,0.4,0.5458,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0486,0.0652
1045,8s,Ks,0.7512,0.6776,0.5,0.9167,0,1,0.4167,0.25,0.25,1,0.0,0.6,0.5458,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0548,0.0663
1046,8s,Ac,0.7385,0.7013,0.5,1.0,0,0,0.5,0.25,0.25,1,0.0,0.4,0.575,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0646,0.0789
1047,8s,Ad,0.7458,0.6904,0.5,1.0,0,0,0.5,0.25,0.25,1,0.0,0.4,0.575,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0653,0.0777
1048,8s,Ah,0.0,0.0,0.5,1.0,0,0,0.5,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
1049,8s,As,0.7577,0.8366,0.5,1.0,0,1,0.5,0.25,0.25,1,0.0,0.6,0.575,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0663,0.0941
1050,9c,9d,0.6226,0.5108,0.5833,0.5833,1,0,0.0,0.25,0.25,0,0.0,0.4,0.55,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0467,0.0511
1051,9c,9h,0.6065,0.6007,0.5833,0.5833,1,0,0.0,0.25,0.25,0,0.0,0.4,0.55,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0455,0.0601
1052,9c,9s,0.5318,0.6173,0.5833,0.5833,1,0,0.0,0.25,0.25,0,0.0,0.4,0.55,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0399,0.0617
1053,9c,Tc,0.6312,0.6526,0.5833,0.6667,0,1,0.0833,0.25,0.25,0,0.0,0.6,0.1875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0671,-0.053
1054,9c,Td,0.5355,0.6077,0.5833,0.6667,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.1875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0569,-0.0494
1055,9c,Th,0.6685,0.5451,0.5833,0.6667,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.1875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.071,-0.0443
1056,9c,Ts,0.6792,0.526,0.5833,0.6667,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.1875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0722,-0.0427
1057,9c,Jc,0.6767,0.7525,0.5833,0.75,0,1,0.1667,0.25,0.25,0,0.0,0.6,0.2,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0677,-0.0564
1058,9c,Jd,0.648,0.7537,0.5833,0.75,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.2,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0648,-0.0565
1059,9c,Jh,0.7423,0.6622,0.5833,0.75,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.2,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0742,-0.0497
1060,9c,Js,0.6066,0.7594,0.5833,0.75,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.2,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0607,-0.057
1061,9c,Qc,0.6726,0.7375,0.5833,0.8333,0,1,0.25,0.25,0.25,0,0.0,0.6,0.2125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0631,-0.0507
1062,9c,Qd,0.7899,0.6262,0.5833,0.8333,0,0,0.25,0.25,0.25,0,0.0,0.4,0.2125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0741,-0.0431
1063,9c,Qh,0.7232,0.7154,0.5833,0.8333,0,0,0.25,0.25,0.25,0,0.0,0.4,0.2125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0678,-0.0492
1064,9c,Qs,0.753,0.7957,0.5833,0.8333,0,0,0.25,0.25,0.25,0,0.0,0.4,0.2125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0706,-0.0547
1065,9c,Kc,0.8326,0.685,0.5833,0.9167,0,1,0.3333,0.25,0.25,1,0.0,0.6,0.5583,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0659,0.0714
1066,9c,Kd,0.0,0.0,0.5833,0.9167,0,0,0.3333,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
1067,9c,Kh,0.8264,0.6852,0.5833,0.9167,0,0,0.3333,0.25,0.25,1,0.0,0.4,0.5583,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0654,0.0714
1068,9c,Ks,0.8339,0.8494,0.5833,0.9167,0,0,0.3333,0.25,0.25,1,0.0,0.4,0.5583,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.066,0.0885
1069,9c,Ac,0.7711,0.7907,0.5833,1.0,0,1,0.4167,0.25,0.25,1,0.0,0.6,0.5875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0723,0.0939
1070,9c,Ad,0.879,0.8841,0.5833,1.0,0,0,0.4167,0.25,0.25,1,0.0,0.4,0.5875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0824,0.105
1071,9c,Ah,0.0,0.0,0.5833,1.0,0,0,0.4167,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
1072,9c,As,0.8769,0.867,0.5833,1.0,0,0,0.4167,0.25,0.25,1,0.0,0.4,0.5875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0822,0.103
1073,9d,9h,0.4852,0.5969,0.5833,0.5833,1,0,0.0,0.25,0.25,0,0.0,0.4,0.55,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0364,0.0597
1074,9d,9s,0.5048,0.6799,0.5833,0.5833,1,0,0.0,0.25,0.25,0,0.0,0.4,0.55,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0379,0.068
1075,9d,Tc,0.5819,0.7228,0.5833,0.6667,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.1875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0618,-0.0587
1076,9d,Td,0.6337,0.6238,0.5833,0.6667,0,1,0.0833,0.25,0.25,0,0.0,0.6,0.1875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0673,-0.0507
1077,9d,Th,0.7127,0.6952,0.5833,0.6667,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.1875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0757,-0.0565
1078,9d,Ts,0.6186,0.5636,0.5833,0.6667,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.1875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0657,-0.0458
1079,9d,Jc,0.5892,0.5992,0.5833,0.75,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.2,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0589,-0.0449
1080,9d,Jd,0.6584,0.6181,0.5833,0.75,0,1,0.1667,0.25,0.25,0,0.0,0.6,0.2,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0658,-0.0464
1081,9d,Jh,0.6039,0.714,0.5833,0.75,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.2,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0604,-0.0535
1082,9d,Js,0.7248,0.6802,0.5833,0.75,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.2,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0725,-0.051
1083,9d,Qc,0.7598,0.6434,0.5833,0.8333,0,0,0.25,0.25,0.25,0,0.0,0.4,0.2125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0712,-0.0442
1084,9d,Qd,0.7796,0.7877,0.5833,0.8333,0,1,0.25,0.25,0.25,0,0.0,0.6,0.2125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0731,-0.0542
1085,9d,Qh,0.7737,0.7114,0.5833,0.8333,0,0,0.25,0.25,0.25,0,0.0,0.4,0.2125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0725,-0.0489
1086,9d,Qs,0.6257,0.7422,0.5833,0.8333,0,0,0.25,0.25,0.25,0,0.0,0.4,0.2125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0587,-0.051
